ticket_id,customer_id,issue_type,severity,resolution_time_hrs
3430,15739502,Billing,High,28.3
3431,15739502,App Bug,Medium,10.9
3432,15670914,Billing,Low,1.7
3433,15806027,Unknown,Medium,16.9
3434,15806027,App Bug,Low,3.4
3435,15806027,Billing,High,37.0
3436,15806027,Card Problem,Low,2.1
3437,15574886,Fraud Alert,Low,2.9
3438,15574886,Loan Query,Medium,10.5
3439,15574886,App Bug,Medium,-5.0
3440,15707120,App Bug,Medium,7.3
3441,15800845,App Bug,Medium,7.8
3442,15800845,App Bug,Low,2.0
3443,15603914,Billing,Unknown,36.7
3444,15603914,App Bug,Medium,8.1
3445,15603914,Card Problem,Low,4.3
3446,15603914,Loan Query,Low,3.8
3447,15722765,Card Problem,Low,1.3
3448,15722765,Loan Query,Low,2.7
3449,15607837,Fraud Alert,Low,2.6
3450,15607837,Billing,Low,2.8
3451,15607837,Login Issue,Low,1.1
3452,15607837,Login Issue,Low,1.1
3453,15714877,Login Issue,Low,1.8
3454,15661821,Billing,Low,4.4
3455,15661821,Billing,Medium,11.7
3456,15661821,Card Problem,Low,4.3
3457,15728006,Login Issue,Unknown,1.8
3458,15728006,Card Problem,Medium,4.1
3459,15728006,App Bug,Low,1.8
3460,15689351,Billing,High,41.2
3461,15782247,Loan Query,Low,2.2
3462,15782247,Login Issue,Medium,18.3
3463,15782247,Login Issue,High,49.5
3464,15782247,Billing,Low,3.8
3465,15769064,Billing,Low,2.3
3466,15769064,Login Issue,Medium,19.9
3467,15769064,Card Problem,Medium,-1
3468,15718153,Login Issue,Medium,5.7
3469,15613189,App Bug,Low,4.0
3470,15613189,Login Issue,Critical,68.5
3471,15613189,Fraud Alert,High,16.7
3472,15613189,App Bug,Medium,8.5
3473,15661734,App Bug,High,18.3
3474,15661734,Card Problem,Medium,11.4
3475,15592645,Fraud Alert,Medium,7.7
3476,15592645,Fraud Alert,Medium,9.3
3477,15592645,Login Issue,Medium,11.6
3478,15592645,Login Issue,Low,N/A
3479,15768387,Card Problem,Low,2.4
3480,47555684,Login Issue,Low,1.8
3481,15768387,Loan Query,Medium,6.0
3482,15792525,Loan Query,High,48.5
3483,15586976,App Bug,Medium,10.6
3484,15586976,Billing,High,39.0
3485,15691446,App Bug,Low,1.6
3486,15691446,App Bug,High,31.3
3487,15772632,Fraud Alert,Medium,9.7
3488,15706587,Fraud Alert,High,26.2
3489,15572461,Fraud Alert,High,16.0
3490,15572461,Billing,High,13.5
3491,15572461,Loan Query,Medium,10.9
3492,15572461,Billing,High,26.0
3493,15654409,Fraud Alert,High,32.1
3494,15568025,Card Problem,Medium,4.6
3495,15568025,Billing,Medium,6.0
3496,15568025,Loan Query,Medium,6.1
3497,15715769,Login Issue,Critical,48.7
3498,15715769,Login Issue,Low,1.4
3499,15715769,App Bug,Low,1.1
3500,15667458,Billing,Medium,6.4
3501,15667458,Loan Query,Critical,57.8
3502,15667458,Billing,Medium,11.0
3503,15567980,Billing,Medium,7.7
3504,15567980,Fraud Alert,High,12.3
3505,15567980,Billing,Medium,13.4
3506,15679294,Login Issue,Low,2.0
3507,15679294,Loan Query,Critical,61.4
3508,15679294,App Bug,Low,1.7
3509,15606507,App Bug,Low,2.5
3510,15606507,Fraud Alert,Medium,9.6
3511,15606507,Loan Query,Critical,69.2
3512,71905108,Login Issue,Low,1.5
3513,15636089,Loan Query,Medium,5.5
3514,15636089,App Bug,Medium,11.0
3515,15636089,Fraud Alert,High,18.3
3516,15727490,Login Issue,Low,2.8
3517,15591766,Fraud Alert,Critical,64.3
3518,15813303,Billing,High,14.2
3519,15726403,Billing,Medium,10.8
3520,15726403,Loan Query,Critical,30.1
3521,15726403,Billing,Low,4.9
3522,15592765,App Bug,Low,2.8
3523,15592765,App Bug,High,25.5
3524,15592765,Card Problem,Medium,8.5
3525,15592765,App Bug,High,30.2
3526,15704442,Billing,  Medium  ,11.7
3527,15704442,Loan Query,High,18.2
3528,15704442,App Bug,High,46.9
3529,15641136,App Bug,Critical,43.1
3530,15725818,Card Problem,Low,1.5
3531,15612071,Billing,Medium,9.1
3532,15612071,Loan Query,Low,2.4
3533,15742210,Loan Query,N/A,1.5
3534,15742210,Card Problem,Medium,9.2
3535,15630617,Billing,Low,1.5
3536,15630617,Card Problem,Low,2.2
3537,15630617,Login Issue,Medium,13.0
3538,15720838,App Bug,Medium,8.2
3539,15720838,Card Problem,Medium,9.6
3540,15595537,Fraud Alert,Medium,5.8
3541,15595537,Card Problem,Medium,10.9
3542,15595537,Login Issue,Low,2.8
3543,15595537,App Bug,Low,1.2
3544,15623196,App Bug,Low,2.7
3545,15623196,Fraud Alert,Medium,6.5
3546,15623196,Login Issue,Critical,38.2
ticket_3547,15623196,Login Issue,Medium,6.6
3548,15679249,App Bug,Medium,5.2
3549,15679249,Loan Query,Low,1.7
3550,15679249,Login Issue,Medium,15.3
3551,15693199,Billing,Low,1.5
3552,70467227,Loan Query,Low,4.0
3553,15661219,Loan Query,Low,1.5
3554,15661219,App Bug,Low,1.3
3555,15760294,Fraud Alert,High,52.6
3556,15652808,Login Issue,Critical,48.5
3557,15652808,Card Problem,Low,1.3
3558,15764105,Billing,Medium,11.0
3559,15672610,Billing,Low,2.4
3560,15766896,Fraud Alert,Low,2.7
3561,15659501,Loan Query,High,27.9
3562,15659501,NULL,Medium,7.2
3563,15745001,Loan Query,Low,1.4
3564,15651140,Login Issue,Low,1.3
3565,15651140,Fraud Alert,Low,3.0
3566,15651140,Fraud Alert,High,19.4
3567,15776824,Billing,High,28.3
3568,15633141,Login Issue,Medium,11.4
3569,15633141,Card Problem,High,22.8
3570,15778155,Billing,High,22.8
3571,15778155,Card Problem,Low,1.8
3572,15778155,Fraud Alert,High,55.9
3573,15778155,App Bug,Medium,13.2
3574,15715920,Loan Query,Medium,4.5
3575,43933539,Fraud Alert,Low,1.8
3576,15715920,Fraud Alert,Low,2.0
3577,15715920,App Bug,Low,2.9
3578,15671917,Card Problem,Medium,5.9
3579,15671917,login issue,High,17.0
3580,15671917,Card Problem,Medium,7.7
3581,15666548,Loan Query,Medium,5.5
3582,15666548,Login Issue,Critical,89.2
3583,15634974,Fraud Alert,High,48.0
3584,15634974,Login Issue,  High  ,33.0
3585,15634974,Fraud Alert,Low,3.3
3586,15713378,Card Problem,Medium,9.2
3587,15713378,Card Problem,Low,2.3
3588,15753370,Login Issue,High,19.8
3589,89949856,Card Problem,Low,1.8
3590,15753370,Loan Query,Medium,11.4
3591,15753370,Billing,Low,2.1
3592,15782659,Billing,Low,2.2
3593,15782659,Login Issue,Low,1.4
3594,15583364,App Bug,Low,1.1
3595,15583364,Billing,Medium,8.4
3596,15625942,Card Problem,High,19.8
3597,15720284,Login Issue,Low,1.4
3598,15679642,Login Issue,Low,1.7
3599,15679642,Login Issue,Low,3.0
3600,15679642,Loan Query,Low,2.7
3601,15628007,Loan Query,Medium,11.7
3602,15628007,Fraud Alert,High,34.4
3603,15661974,Card Problem,Critical,
3604,15661974,Loan Query,Medium,10.7
3605,15689341,Card Problem,Medium,13.5
3606,15689341,Loan Query,Low,3.1
3607,15693267,Login Issue,Medium,7.7
3608,15693267,Login Issue,Medium,6.5
3609,15693267,Card Problem,Low,1.2
3610,15693267,App Bug,Low,1.1
3611,15755825,Login Issue,Medium,11.7
3612,15755825,Card Problem,High,17.0
3613,15755825,Billing,Medium,4.2
3614,15598175,App Bug,Medium,9.5
3615,15598175,Fraud Alert,High,13.8
3616,15744327,Login Issue,Low,1.1
3617,15744327,Login Issue,High,40.0
3618,15798666,App Bug,Medium,5.8
3619,15577064,Loan Query,Low,1.0
3620,15759436,Fraud Alert,Low,2.5
3621,15759436,Card Problem,Medium,17.4
3622,15690231,Billing,Low,2.2
3623,15690231,Fraud Alert,Low,1.6
3624,15751561,Card Problem,Medium,11.0
3625,15751561,Billing,Medium,15.2
3626,15739068,Billing,Low,2.8
3627,15739068,Billing,Low,2.9
3628,15758056,App Bug,High,33.9
3629,15758056,Login Issue,Low,1.6
3630,15758056,App Bug,Critical,48.1
3631,15758056,Billing,Low,2.5
3632,15726490,Loan Query,Medium,9.6
3633,15726490,Login Issue,Medium,8.2
3634,15726490,Billing,Critical,118.4
3635,15726490,NULL,Medium,6.0
3636,15738411,Fraud Alert,Low,1.7
3637,15738411,Billing,Low,1.9
3638,15727919,Loan Query,High,23.7
3639,15654106,Billing,Low,2.2
3640,15598086,Loan Query,Low,1.1
3641,15598086,,High,55.1
3642,15752300,Fraud Alert,Low,2.9
3643,15752300,App Bug,Medium,5.1
3644,15578809,Billing,Critical,88.1
3645,15752026,Billing,Low,1.0
3646,15723706,Loan Query,Low,2.1
3647,15752838,Card Problem,Medium,5.9
3648,15752838,Loan Query,Low,2.6
3649,15752838,Login Issue,Low,1.3
3650,15752838,Login Issue,Medium,8.6
3651,15769703,Fraud Alert,Medium,9.3
3652,15769703,Card Problem,Medium,13.6
3653,15769703,Login Issue,Critical,86.1
3654,15769703,Fraud Alert,Critical,44.5
3655,15679770,Fraud Alert,Low,3.4
3656,15679770,Card Problem,Low,1.3
3657,15679770,App Bug,High,31.4
3658,15679770,Card Problem,Critical,69.1
3659,15791102,Card Problem,Medium,11.9
3660,15791102,Card Problem,Low,2.5
3661,15791102,Card Problem,Medium,9.5
3662,15791102,Card Problem,Medium,19.8
3663,15655192,App Bug,Critical,32.3
3664,15687130,Fraud Alert,High,32.6
3665,15687130,Card Problem,Medium,5.7
3666,15755178,Login Issue,Medium,18.5
3667,15755178,Login Issue,Medium,19.5
3668,15617197,Card Problem,Low,2.1
3669,15617197,App Bug,Low,4.6
3670,15617197,Login Issue,Low,1.4
3671,15631310,Login Issue,High,21.8
3672,15631310,Billing,High,15.6
3673,15732270,Login Issue,Critical,107.0
3674,15732270,Loan Query,High,19.5
3675,15732270,Login Issue,Low,1.2
3676,15739357,Login Issue,High,18.1
3677,15739357,Login Issue,Critical,47.8
3678,15771540,Login Issue,High,15.5
3679,15771540,Loan Query,High,20.1
3680,15727021,Billing,Low,2.6
3681,15711834,App Bug,Low,2.6
3682,15711834,Billing,Medium,6.6
3683,15711834,Card Problem,High,15.1
3684,15729763,Login Issue,Medium,4.1
3685,15729763,Fraud Alert,Medium,8.0
3686,15646566,Billing,Medium,Unknown
3687,15645463,Login Issue,Critical,-1.0
3688,15672144,Billing,Low,4.0
3689,15672144,Billing,High,29.3
3690,77026411,App Bug,Low,2.0
3691,15672144,Card Problem,Medium,14.2
3692,15614878,App Bug,Low,1.1
3693,15614878,Loan Query,Medium,5.0
3694,15614878,Loan Query,Medium,11.0
3695,15614878,Billing,Low,1.8
3696,15775905,App Bug,Medium,16.5
3697,15700657,App Bug,Medium,11.5
3698,15652527,Login Issue,Medium,8.5
3699,15785865,App Bug,Medium,5.5
3700,15785865,Loan Query,High,25.5
3701,15785865,Login Issue,Critical,47.2
3702,15688691,App Bug,Low,
3703,15592736,Billing,Low,1.0
3704,15673529,Loan Query,Low,1.8
3705,15673529,Fraud Alert,High,30.8
3706,15724145,Loan Query,High,25.4
3707,15597896,Card Problem,Medium,8.6
3708,15597896,Fraud Alert,High,59.5
3709,15731790,Billing,Medium,unknown
3710,15731790,Loan Query,NULL,3.2
3711,15731790,App Bug,Medium,7.4
3712,15567333,Fraud Alert,Low,1.4
3713,15567333,Login Issue,Low,1.2
3714,15754537,Loan Query,Low,1.0
3715,15612030,Card Problem,Low,1.8
3716,15612030,Login Issue,High,26.0
3717,15573242,Fraud Alert,Low,1.7
3718,15573242,Billing,Medium,11.3
3719,15601892,Loan Query,Medium,10.1
3720,15601892,Loan Query,Medium,6.5
3721,15701096,Card Problem,Low,3.0
3722,15701096,Card Problem,Critical,33.7
3723,15710450,Card Problem,low,1.5
3724,15790846,App Bug,High,22.4
3725,15755223,App Bug,Medium,11.1
3726,15755223,App Bug,NULL,27.6
3727,15755223,Loan Query,Low,2.8
3728,15763665,billing,Low,1.4
3729,45028295,App Bug,Medium,7.2
3730,15704844,Loan Query,Medium,6.0
3731,15704844,Fraud Alert,High,28.0
3732,15744582,App Bug,Low,2.0
3733,15744582,App Bug,High,26.7
3734,15744582,Loan Query,Medium,17.8
3735,15744582,App Bug,Low,2.2
3736,15616700,App Bug,Low,2.3
3737,15616700,Fraud Alert,Medium,11.1
3738,15616700,App Bug,High,21.2
3739,15616700,Fraud Alert,Medium,10.3
3740,15683521,Fraud Alert,Medium,4.5
3741,15683521,Billing,Low,2.9
3742,15583049,App Bug,Low,2.0
3743,15715707,App Bug,Low,1.2
3744,15733768,Card Problem,High,33.8
3745,15746564,Card Problem,Critical,58.4
3746,15746564,Login Issue,Medium,7.1
3747,15588446,Fraud Alert,Medium,6.2
3748,15665221,Card Problem,Medium,8.5
3749,15640846,Login Issue,Medium,10.2
3750,15640846,Billing,Low,3.1
3751,15700209,Card Problem,High,33.4
3752,15700209,Fraud Alert,Low,1.2
3753,15700209,App Bug,Low,2.8
3754,15658360,Billing,High,25.8
3755,15602735,Card Problem,Medium,13.0
3756,15602735,Billing,Medium,5.5
3757,15602735,App Bug,Medium,13.6
3758,15724834,App Bug,Medium,4.2
3759,15724834,App Bug,Low,1.2
3760,15800062,App Bug,Medium,17.0
3761,15685300,App Bug,Medium,9.4
3762,15685300,App Bug,Low,1.5
3763,15653696,Billing,High,21.5
3764,15653696,Loan Query,Low,1.1
3765,15574324,Loan Query,Low,2.1
3766,15574324,App Bug,Medium,9.8
3767,15707144,App Bug,Medium,6.8
3768,15707144,Billing,High,15.8
3769,15775891,Billing,Medium,12.9
3770,15681196,  App Bug  ,Low,2.5
3771,15681196,Card Problem,Low,1.4
3772,15716000,Billing,Low,five
3773,15716000,Fraud Alert,High,27.4
3774,15766776,Fraud Alert,Low,2.4
3775,15766776,Billing,Medium,8.1
3776,15680278,  App Bug  ,Low,2.0
3777,15680278,Card Problem,High,56.9
3778,15680278,Login Issue,Medium,5.7
3779,15688637,Fraud Alert,Medium,5.1
3780,15688637,Card Problem,Medium,7.8
3781,15591179,Fraud Alert,Low,1.3
3782,15677435,Fraud Alert,Medium,4.7
3783,15622117,Billing,Medium,4.5
3784,15622117,Loan Query,Medium,5.4
3785,15599301,Card Problem,Medium,11.4
3786,15599301,Login Issue,Low,1.4
3787,15599301,Card Problem,Low,1.4
3788,15581548,Login Issue,Medium,11.7
3789,15586870,Card Problem,Low,2.2
3790,15687162,Fraud Alert,High,29.6
3791,15687162,Fraud Alert,Low,1.4
3792,15604544,App Bug,High,31.2
3793,15604544,Loan Query,Medium,10.7
3794,15761348,Billing,Medium,8.1
3795,15761348,App Bug,Low,2.2
3796,15785078,Card Problem,Medium,6.2
3797,15759874,Login Issue,Critical,52.7
3798,15759874,Card Problem,High,40.2
3799,15759874,Card Problem,Low,2.5
3800,15737782,Login Issue,Medium,5.7
3801,15737782,Loan Query,Low,2.3
3802,15679410,Card Problem,Medium,15.1
3803,15679410,Fraud Alert,Medium,9.7
3804,15756241,Billing,Low,2.2
3805,15756241,App Bug,Low,2.5
3806,15756241,Card Problem,Medium,9.4
3807,15756241,Billing,Low,1.9
3808,15688409,Card Problem,Low,4.3
3809,15688409,Fraud Alert,Low,2.3
3810,15688409,App Bug,,16.0
3811,15742272,App Bug,Low,1.2
3812,15742272,Fraud Alert,Critical,41.1
3813,15717898,Fraud Alert,Medium,8.1
3814,15717898,Fraud Alert,Medium,5.7
3815,15717898,Loan Query,Medium,11.5
3816,15717898,Loan Query,Low,1.3
3817,15769582,App Bug,Low,1.7
3818,15576723,Loan Query,Medium,8.5
3819,15591577,Loan Query,Medium,5.5
3820,15591577,Card Problem,Medium,5.9
3821,15591577,Billing,Medium,5.2
3822,15582325,Loan Query,Low,2.9
3823,15582325,Loan Query,Medium,7.6
3824,15582325,Fraud Alert,Low,2.4
3825,15582325,Card Problem,Low,4.2
3826,61883746,App Bug,High,56.7
3827,15760446,Loan Query,Medium,10.4
3828,15760446,App Bug,Low,3.9
3829,15611105,Billing,Medium,one hour
3830,15630920,Card Problem,Low,2.9
3831,15574910,Login Issue,Medium,9.3
3832,15682890,Loan Query,High,25.3
3833,15682890,Login Issue,Critical,27.5
3834,15733297,billing,Low,1.2
3835,15733297,Fraud Alert,Medium,5.3
3836,15767793,Billing,Medium,7.4
3837,15725698,App Bug,High,12.3
3838,15725698,Login Issue,Low,2.7
3839,15725698,App Bug,High,32.7
3840,15813532,Fraud Alert,High,26.0
3841,15813532,Billing,Low,2.1
3842,15813532,Fraud Alert,Critical,29.6
3843,15732102,Fraud Alert,Low,2.1
3844,15732102,Fraud Alert,Medium,11.0
3845,15739046,Loan Query,High,18.0
3846,15739046,Loan Query,Low,1.9
3847,15618765,Loan Query,High,31.0
3848,15728474,Fraud Alert,Medium,8.5
3849,15728474,Fraud Alert,Low,2.1
3850,15636999,Fraud Alert,Medium,4.3
3851,15736274,Card Problem,Medium,8.6
3852,15736274,App Bug,Medium,4.3
3853,15721585,Billing,Low,1.2
3854,15639946,App Bug,Low,5.0
3855,15639946,Login Issue,Low,4.3
3856,15639946,Fraud Alert,NULL,6.2
3857,15639946,Billing,Medium,19.5
3858,15792176,Loan Query,High,31.6
3859,15699450,App Bug,Medium,5.3
3860,15786200,Fraud Alert,Low,2.0
3861,15786200,Fraud Alert,Medium,10.8
3862,15797010,Loan Query,High,14.8
3863,15627352,Card Problem,Medium,5.2
3864,15627352,Card Problem,High,56.9
3865,15627352,  App Bug  ,Medium,17.9
3866,15627352,Login Issue,Medium,13.2
3867,15622494,Fraud Alert,High,16.7
3868,15622494,Card Problem,Medium,-1.0
3869,15585835,App Bug,Critical,59.3
3870,15595071,Billing,Medium,999.0
3871,15595071,Fraud Alert,Medium,10.8
3872,15628203,Login Issue,Critical,51.9
3873,15667190,Card Problem,Medium,9.1
3874,15667190,Login Issue,Low,1.1
3875,15628170,Billing,Medium,4.8
3876,15701318,Billing,Low,2.5
3877,15701318,Billing,Medium,8.3
3878,15710928,Billing,High,22.2
3879,15710928,Login Issue,Low,2.1
3880,15710928,App Bug,Medium,5.2
3881,15710928,Fraud Alert,Medium,12.0
3882,15631170,Card Problem,Medium,7.1
3883,15648702,App Bug,Low,2.6
3884,15648702,Login Issue,Low,2.9
3885,15809178,App Bug,Low,2.5
3886,15809178,Billing,Low,3.1
3887,15809178,Loan Query,Low,3.2
3888,15806688,Card Problem,Critical,50.0
3889,15576824,Card Problem,Critical,50.2
3890,15576824,Fraud Alert,High,54.4
3891,15576824,Card Problem,Low,1.0
3892,15681550,Fraud Alert,Medium,6.2
3893,15681550,Loan Query,Low,1.3
3894,15812628,App Bug,Low,2.5
3895,15812628,Card Problem,Low,1.7
3896,15597951,App Bug,Medium,10.6
3897,15807045,Fraud Alert,Medium,9.1
3898,15807045,App Bug,High,35.3
3899,15712584,Fraud Alert,Medium,8.5
3900,15592816,Login Issue,Critical,43.8
3901,15592816,Billing,Medium,18.6
3902,15641480,Loan Query,Low,2.7
3903,15791131,Login Issue,Low,2.2
3904,15791131,Loan Query,Low,2.4
3905,15618225,App Bug,Low,2.8
3906,15618225,Fraud Alert,Medium,7.8
3907,15618225,Loan Query,Low,1.2
3908,15644724,Billing,Critical,53.3
3909,15644724,Loan Query,High,31.6
3910,15723894,Login Issue,Low,1.1
3911,15787699,Billing,Low,2.3
3912,15687738,Login Issue,Medium,8.3
3913,15576126,Login Issue,High,24.9
3914,15658889,Fraud Alert,Medium,15.1
3915,15667046,Billing,High,29.4
3916,15667046,App Bug,Low,2.5
3917,15669957,Fraud Alert,Medium,11.7
3918,15753332,App Bug,Low,3.0
3919,15767474,  Fraud Alert  ,Low,4.9
3920,15767474,Loan Query,High,29.5
3921,15720671,Login Issue,Low,-1.0
3922,15720671,Billing,Low,unknown
3923,15774491,Login Issue,Unknown,10.6
3924,15625522,Fraud Alert,Low,2.3
3925,15765806,Billing,Medium,5.4
3926,15765806,Login Issue,Medium,4.6
3927,15765806,Card Problem,Medium,6.5
3928,15566708,,High,45.4
3929,15566708,Login Issue,Critical,99.3
3930,15566708,Billing,Low,2.6
3931,15566708,Loan Query,Medium,15.5
3932,15575214,FRAUD ALERT,Medium,5.2
3933,15575214,Billing,Low,2.4
3934,15575214,Loan Query,Low,1.8
3935,15591123,Fraud Alert,Low,1.2
3936,15591123,App Bug,Low,1.8
3937,15591123,Billing,Medium,6.7
3938,15591123,Card Problem,Low,2.0
3939,15713379,Billing,Low,2.3
3940,15713379,Card Problem,Low,1.5
3941,15693347,Loan Query,Critical,65.4
3942,15693347,Login Issue,Medium,11.8
3943,15715465,Loan Query,Critical,52.9
3944,15715465,Card Problem,Medium,10.8
3945,15715465,Loan Query,Low,1.8
3946,15610765,Card Problem,Critical,66.2
3947,15650034,Card Problem,Medium,11.6
3948,15650034,Login Issue,Medium,4.0
3949,15782468,Login Issue,High,2500.0
3950,15782468,Fraud Alert,Low,3.1
3951,15782468,Fraud Alert,Medium,17.4
3952,15685109,Card Problem,Medium,11.4
3953,15781702,Billing,Medium,4.9
3954,15781702,Login Issue,Medium,4.8
3955,15641416,Login Issue,Medium,14.9
3956,15641416,App Bug,Low,3.3
3957,15642202,Fraud Alert,Low,
3958,15771417,Login Issue,Medium,14.4
3959,15771417,Login Issue,High,32.0
3960,15585100,Fraud Alert,High,-1
3961,15585100,Fraud Alert,Low,4.3
3962,15585100,Loan Query,Low,4.2
3963,15585100,Card Problem,Medium,11.0
3964,15700487,Fraud Alert,Low,2.5
3965,15726589,Loan Query,Low,2.7
3966,15726589,Fraud Alert,Low,1.3
3967,15726589,Card Problem,Low,3.0
3968,15747503,Loan Query,Low,2.5
3969,15595883,App Bug,Low,2.8
3970,15595883,App Bug,Medium,4.0
3971,15595883,Login Issue,Medium,8.3
3972,15742820,Billing,Medium,8.5
3973,15597930,Login Issue,Critical,56.2
3974,15597930,Fraud Alert,Low,3.9
3975,15597930,App Bug,Medium,9.8
3976,15665110,App Bug,Low,2.3
3977,15770719,Billing,Low,2500.0
3978,15770719,Billing,Critical,58.8
3979,15731327,Login Issue,Medium,4.4
3980,15576044,Loan Query,Low,2500.0
3981,15775662,Billing,Low,1.7
3982,22269282,App Bug,Low,2.7
3983,15646817,Billing,Medium,10.3
3984,15646817,Login Issue,Low,2.8
3985,15596060,Billing,Medium,9.6
3986,15596060,Loan Query,High,34.4
3987,15723299,Login Issue,Low,3.9
3988,15723299,Login Issue,high,28.6
3989,15723299,,Low,3.7
3990,15751175,Fraud Alert,Low,-1.0
3991,15751175,Login Issue,Low,1.8
3992,15751175,App Bug,Low,2.5
3993,49238032,Fraud Alert,Medium,18.6
3994,15618936,App Bug,Low,one hour
3995,15787529,Loan Query,Medium,16.8
3996,15787529,Card Problem,High,40.6
3997,15787529,Fraud Alert,Low,2.7
3998,15757001,App Bug,Low,3.0
3999,55903366,App Bug,Low,2.5
4000,15757001,Login Issue,Medium,8.6
4001,15757001,Login Issue,Medium,4.4
4002,15595388,Loan Query,Low,2.2
4003,15699550,App Bug,Low,2.0
4004,15600934,Card Problem,Medium,17.8
4005,15600934,Billing,Medium,5.5
4006,81411243,Fraud Alert,Critical,75.0
4007,15721307,Login Issue,Critical,45.3
4008,15768244,Loan Query,Medium,9999.0
4009,15806837,Card Problem,High,-5.0
4010,15806837,Card Problem,Low,2.3
4011,15626385,Fraud Alert,Medium,10.4
4012,15626385,Loan Query,Low,1.4
4013,15626385,App Bug,Critical,59.9
4014,15764351,Billing,Low,2.9
4015,15628813,Login Issue,Low,1.3
4016,15584190,Loan Query,Medium,5.0
4017,15584190,Loan Query,Low,2.1
4018,15716449,Login Issue,Medium,5.0
4019,15716449,Billing,,33.0
4020,15716449,Fraud Alert,Low,2.6
4021,15716449,Fraud Alert,Low,1.1
4022,15759913,Fraud Alert,Low,2.8
4023,15759913,Billing,High,29.2
4024,15759913,App Bug,High,14.4
4025,15701555,Billing,High,17.2
4026,15680346,Login Issue,Medium,4.3
4027,15812917,Card Problem,Medium,8.4
4028,15768455,Loan Query,Critical,35.1
4029,15768455,Card Problem,Critical,43.0
4030,15703059,Loan Query,Low,2.3
4031,15646196,Loan Query,Low,2.0
4032,15646196,App Bug,Medium,9.1
4033,15748473,Login Issue,Low,1.0
4034,15748473,Card Problem,High,15.8
4035,15785782,Fraud Alert,Low,2.7
4036,15812513,App Bug,Medium,13.7
4037,15678572,Billing,Low,1.8
4038,15678572,  Billing  ,High,21.5
4039,15678572,Card Problem,Low,2.5
ticket_4040,15678572,Card Problem,Low,2.2
4041,95961803,App Bug,High,19.8
4042,15579262,Billing,Medium,10.6
4043,15579262,Billing,Low,1.5
4044,15579262,Loan Query,Low,2.7
4045,15579262,Fraud Alert,Medium,7.6
4046,15610426,Fraud Alert,Low,2.8
4047,15776454,Loan Query,Low,4.7
4048,15776454,Login Issue,High,48.1
4049,15648489,Fraud Alert,Medium,5.7
4050,15646609,Loan Query,Medium,9.2
4051,15693203,Billing,Low,2.0
4052,15813067,Login Issue,Medium,7.9
4053,15813067,Loan Query,Low,3.4
4054,15813067,Login Issue,Medium,15.6
4055,15773503,Fraud Alert,Low,2.2
4056,15773503,Loan Query,Low,2.0
4057,15705890,App Bug,Low,2.8
4058,15590228,App Bug,Medium,7.0
4059,15590228,Login Issue,Low,2.8
4060,15590228,Card Problem,Critical,64.8
4061,15590228,Login Issue,Medium,6.4
4062,15654211,Login Issue,Critical,38.0
4063,15707968,Fraud Alert,Medium,9.8
4064,15707968,Fraud Alert,Medium,11.6
4065,15707968,App Bug,High,28.4
4066,15707968,App Bug,Low,4.8
4067,15594084,  Login Issue  ,Medium,8.7
4068,15594084,Billing,Medium,6.0
4069,15594084,Card Problem,Medium,11.5
4070,15798824,Fraud Alert,Low,1.4
4071,15798824,Loan Query,Low,1.4
4072,15671591,App Bug,Low,2.9
4073,15671591,Loan Query,Low,1.9
4074,15707189,Fraud Alert,Medium,5.8
4075,15667751,App Bug,High,29.4
4076,15667751,Fraud Alert,Medium,5.1
4077,15667751,App Bug,Low,2.3
4078,15667751,Login Issue,  Medium  ,9.4
4079,15669411,Loan Query,Medium,17.8
4080,15669411,Login Issue,Low,1.3
4081,15789425,Login Issue,Low,1.8
4082,15685829,App Bug,Low,1.9
4083,15685829,Login Issue,High,34.5
4084,15721917,App Bug,High,23.8
4085,15721917,Loan Query,Medium,4.2
4086,15721917,Loan Query,low,2.1
4087,15721917,Billing,High,18.2
4088,15776047,Loan Query,Critical,43.5
4089,15776047,Card Problem,High,28.7
4090,15776047,Login Issue,Low,1.5
4091,15658339,Card Problem,Low,2.5
4092,15658339,Billing,Low,2.7
4093,15630402,Loan Query,High,33.0
4094,15701291,App Bug,Critical,52.6
4095,15701291,Loan Query,Low,2.9
4096,15719606,app bug,Low,1.8
4097,15719606,Loan Query,  Medium  ,8.2
4098,15644119,Fraud Alert,Low,1.6
4099,15644119,Login Issue,High,19.5
4100,15606836,Fraud Alert,Medium,5.0
4101,15664150,App Bug,Medium,11.5
4102,15624510,Fraud Alert,  Low  ,3.0
4103,15624510,Loan Query,Low,4.6
4104,15810944,Billing,Low,2.4
4105,15668575,Card Problem,Medium,5.8
4106,15668575,Billing,High,34.3
4107,15668575,Billing,Low,4.9
4108,15603246,App Bug,Low,2.5
4109,15804002,Billing,Medium,8.2
4110,15804002,Card Problem,High,31.0
4111,15728773,Billing,Low,1.6
4112,15728773,Login Issue,Low,1.6
4113,15728773,Card Problem,Medium,7.3
4114,15728773,Login Issue,High,33.9
4115,15598044,App Bug,Medium,9.4
4116,15598044,Card Problem,Low,2.8
4117,15598044,App Bug,,2.1
4118,15694829,App Bug,High,21.7
4119,15727311,Card Problem,Low,1.6
4120,15727311,Loan Query,Medium,7.7
4121,15727311,Login Issue,Medium,10.3
4122,15570769,login issue,Medium,4.1
4123,15570769,App Bug,Low,1.9
4124,15570769,Loan Query,High,19.0
